"fika (fikan, fikor, fikorna)<br><i>Vi tog en fika på eftermiddagen.</i>","coffee break<br><i>We had a coffee break in the afternoon.</i>"
"yogaläger (lägret, –, lägren)<br><i>Vi åker på yogaläger nästa månad.</i>","yoga retreat<br><i>We are going on a yoga retreat next month.</i>"
"nästa vecka","next week"
"program (programmet, –, programmen)<br><i>TV-programmet börjar kl. åtta.</i>","program<br><i>The TV program starts at eight o’clock.</i>"
"vilken tid","what time"
"börja (börjar, började, börjat)<br><i>Kursen börjar klockan nio.</i>","begin<br><i>The course begins at nine o’clock.</i>"
"först<br><i>Först åt vi middag, sedan såg vi en film.</i>","first<br><i>First we ate dinner, then we watched a movie.</i>"
"örtte (örttet, örtter, örtterna)<br><i>Jag drack en kopp örtte innan sängdags.</i>","herbal tea<br><i>I drank a cup of herbal tea before bed.</i>"
"koffein (koffeinet)<br><i>Kaffe innehåller koffein.</i>","caffeine<br><i>Coffee contains caffeine.</i>"
"Å gud!","Oh God!"
"snabbkaffe (snabbkaffet)<br><i>Vi hade bara snabbkaffe hemma.</i>","instant coffee<br><i>We only had instant coffee at home.</i>"
"lunch (lunchen, luncher, luncherna)<br><i>Vi åt lunch tillsammans.</i>","lunch<br><i>We ate lunch together.</i>"
"hur dags","what time"
"servera (serverar, serverade, serverat)<br><i>Restaurangen serverar middag fram till klockan tio.</i>","serve<br><i>The restaurant serves dinner until ten o’clock.</i>"
"vegansk (veganskt, veganska)<br><i>Hon beställde en vegansk pizza.</i>","vegan<br><i>She ordered a vegan pizza.</i>"
"kaffe på maten","coffee after the meal"
"paus (pausen, pauser, pauserna)<br><i>Vi tog en paus efter lektionen.</i>","break, pause<br><i>We took a break after the lesson.</i>"
"sista<br><i>Det var hans sista dag på jobbet.</i>","last, final<br><i>It was his last day at work.</i>"
"sluta (slutar, slutade, slutat)<br><i>Föreställningen slutar vid midnatt.</i>","end<br><i>The performance ends at midnight.</i>"
"Det låter bra!","That sounds good!"
"fikapaus (fikapausen, fikapauser, fikapauserna)<br><i>Vi tog en fikapaus varje dag.</i>","coffee break<br><i>We had a coffee break every day.</i>"
"frukost (frukosten, frukostar, frukostarna)<br><i>Jag åt gröt till frukost.</i>","breakfast<br><i>I ate porridge for breakfast.</i>"
"mellanmål (mellanmålet, mellanmål, mellanmålen)<br><i>Ett fruktigt mellanmål är nyttigt.</i>","light snack<br><i>A fruity snack is healthy.</i>"
