"vanlig (vanligt, vanliga)<br><i>Den här situationen är helt vanlig.</i>","usual, ordinary<br><i>This situation is completely ordinary.</i>"
"mitt på dagen (phr)<br><i>Jag åt lunch mitt på dagen.</i>","middle of the day<br><i>I ate lunch in the middle of the day.</i>"
"pronomen (pronomenet, pronomen, pronomenen)<br><i>Pronomen ersätter ofta substantiv.</i>","pronoun<br><i>Pronouns often replace nouns.</i>"
"krya på dig!<br><i>Krya på dig, du har varit sjuk länge.</i>","get well<br><i>Get well, you’ve been sick for a long time.</i>"
"vaken (vaket, vakna)<br><i>Jag är fortfarande vaken klockan ett på natten.</i>","awake<br><i>I’m still awake at 1 a.m.</i>"
"Å nej!<br><i>Å nej! Jag glömde nycklarna hemma.</i>","Oh no!<br><i>Oh no! I forgot my keys at home.</i>"
"honung (-en)<br><i>Jag har lite honung i mitt te.</i>","honey<br><i>I have some honey in my tea.</i>"
"sova (sover, sov, sovit)<br><i>Jag sover åtta timmar varje natt.</i>","sleep<br><i>I sleep eight hours every night.</i>"
"värktablett (-en, -er, -erna)<br><i>Jag tog en värktablett för huvudvärken.</i>","painkiller<br><i>I took a painkiller for my headache.</i>"
"vila (vilar, vilade, vilat)<br><i>Jag behöver vila en stund efter träningen.</i>","rest<br><i>I need to rest for a bit after my workout.</i>"
"ta det lugnt (phr)<br><i>Hon är förkyld och måste ta det lugnt.</i>","take it easy<br><i>She has a cold and needs to take it easy.</i>"
"vitlök (-en, -ar, -arna)<br><i>Jag använder gärna vitlök när jag lagar mat.</i>","garlic<br><i>I gladly use garlic when I cook.</i>"
"halstablett (-en, -er, -erna)<br><i>Jag köpte halstabletter mot halsont.</i>","lozenge<br><i>I bought lozenges for a sore throat.</i>"
"missa (missar, missade, missat)<br><i>Jag vill inte missa bussen imorgon.</i>","miss<br><i>I don’t want to miss the bus tomorrow.</i>"
"ljud (-et, –, -en)<br><i>Jag hörde ett konstigt ljud i rummet.</i>","sound<br><i>I heard a strange sound in the room.</i>"
"tjugo [tjugan] (num)<br><i>Jag fyller tjugo nästa år.</i>","twenty<br><i>I turn twenty next year.</i>"
"sju [sjuan] (num)<br><i>Vi ses klockan sju imorgon.</i>","seven<br><i>We’ll meet at seven tomorrow.</i>"
"variant (varianten, varianter, varianterna)<br><i>Det finns en annan variant av spelet.</i>","variant<br><i>There is another variant of the game.</i>"
"flera gånger<br><i>Jag har sett den här filmen flera gånger.</i>","several times<br><i>I’ve watched this movie several times.</i>"
"främre (adj)<br><i>Jag satt i de främre raderna i biosalongen.</i>","front<br><i>I sat in the front rows of the movie theater.</i>"
"bakre (adj)<br><i>Min väska ligger i den bakre delen av bilen.</i>","(adj) back / rear<br><i>My bag is in the back of the car.</i>"
"tjej (tjejen, tjejer, tjejerna)<br><i>En tjej i klassen hjälper mig med läxan.</i>","girl<br><i>A girl in the class is helping me with homework.</i>"
"Kina<br><i>Min bror bor i Kina och undervisar engelska.</i>","China<br><i>My brother lives in China and teaches English.</i>"
"känd (känt, kända)<br><i>Hon är en känd författare.</i>","famous<br><i>She is a famous author.</i>"
"köpa (köper, köpte, köpt)<br><i>Jag ska köpa ett nytt tangentbord.</i>","buy<br><i>I’m going to buy a new keyboard.</i>"
"charter (-n)<br><i>Vi bokade en charter till Grekland.</i>","charter<br><i>We booked a charter trip to Greece.</i>"
"chips (-et, –, -en)<br><i>Jag köpte chips till filmkvällen.</i>","chips<br><i>I bought chips for movie night.</i>"
"skjorta (skjortan, skjortor, skjortorna)<br><i>Jag har på mig en ny skjorta idag.</i>","shirt<br><i>I’m wearing a new shirt today.</i>"
"stjärna (stjärnan, stjärnor, stjärnorna)<br><i>Det finns en klar stjärna på himlen.</i>","star<br><i>There is a bright star in the sky.</i>"
"choklad (-en)<br><i>Jag älskar choklad efter middagen.</i>","chocolate<br><i>I love chocolate after dinner.</i>"
"garage (-t, -, -n)<br><i>Bilen står i garaget.</i>","garage<br><i>The car is in the garage.</i>"
"giraff (giraffen, giraffer, girafferna)<br><i>Vi såg en giraff på djurparken.</i>","giraffe<br><i>We saw a giraffe at the zoo.</i>"
"dusch (duschen, duschar, duscharna)<br><i>Jag tog en varm dusch efter träningen.</i>","shower<br><i>I took a hot shower after my workout.</i>"
"schack (-et, –, -en)<br><i>Vi spelar schack på lördagar.</i>","chess<br><i>We play chess on Saturdays.</i>"
"shoppa (shoppar, shoppade, shoppat)<br><i>Jag gillar att shoppa kläder på helgerna.</i>","shop<br><i>I like to shop for clothes on the weekends.</i>"
"depression (depressionen, depressioner, depressionerna)<br><i>Hon fick hjälp för sin depression.</i>","depression<br><i>She got help for her depression.</i>"
"fantisera (fantiserar, fantiserade, fantiserat)<br><i>Jag kan fantisera om framtiden i timmar.</i>","fantasize<br><i>I can fantasize about the future for hours.</i>"
"tänka (tänker, tänkte, tänkt)<br><i>Jag måste tänka lite innan jag svarar.</i>","think / plan / contemplate<br><i>I need to think a bit before answering.</i>"
"använda (använder, använde, använt)<br><i>Jag använder den här appen varje dag.</i>","use<br><i>I use this app every day.</i>"
"svägerska (svägerskan, svägerskor, svägerskorna)<br><i>Min svägerska heter Anna.</i>","sister-in-law<br><i>My sister-in-law is named Anna.</i>"
"Nu är jag i Nederländerna.","Now I am in the Netherlands."
"vatten (vattnet)","water"
"svart (svart, svarta)<br><i>Himlen är nästan svart i kväll.</i>","black<br><i>The sky is almost black tonight.</i>"
"morsdag<br><i>Vi firar morsdag i maj.</i>","Mother’s Day<br><i>We celebrate Mother’s Day in May.</i>"
"orm (ormen, ormar, ormarna)","snake"
"krokodil (krokodilen, krokodiler, krokodilerna)","crocodile"
"spindel (spindeln, spindlar, spindlarna)","spider"
"groda (grodan, grodor, grodorna)","frog"
"gå och lägga sig<br><i>Jag går och lägger mig.</i>","go to bed<br><i>I go to bed.</i>"
"komma ihåg (kommer, kom, kommit)<br><i>Kommer du ihåg?</i>","remember<br><i>Do you remember?</i>"
"glömma (glömmer, glömde, glömt)",forget
"stjäla (stjäl, stal, stulit)<br><i>Han försökte stjäla en cykel.</i>","steal<br><i>He tried to steal a bike.</i>"
"själ (själen, själar, själarna)<br><i>Hon tror att varje själ är odödlig.</i>","soul<br><i>She believes every soul is immortal.</i>"
"Var tyst!","Be silent!"
"tyst (tyst, tysta)<br><i>Jag är tyst.</i>","silent<br><i>I am silent.</i>"
"vara (är, var, varit)<br><i>Att vara eller inte vara.</i>","be<br><i>To be or not to be.</i>"
"vara (varan, varor, varorna)<br><i>Supermarketens dyraste vara är saffran.</i>","ware<br><i>The supermarket’s most expensive item is saffron.</i>"

