"måndag (måndagen, måndagar, måndagarna)<br><i>Vi kan ses på måndag efter jobbet.</i>","Monday<br><i>We can meet on Monday after work.</i>"
"tisdag (tisdagen, tisdagar, tisdagarna)<br><i>Jag är ledig på tisdag.</i>","Tuesday<br><i>I’m off on Tuesday.</i>"
"onsdag (onsdagen, onsdagar, onsdagarna)<br><i>Onsdag är redan fullbokad för mig.</i>","Wednesday<br><i>Wednesday is already fully booked for me.</i>"
"torsdag (torsdagen, torsdagar, torsdagarna)<br><i>På torsdag ska jag till tandläkaren.</i>","Thursday<br><i>On Thursday, I’m going to the dentist.</i>"
"fredag (fredagen, fredagar, fredagarna)<br><i>Vi ses på fredag, okej?</i>","Friday<br><i>We’ll meet on Friday, okay?</i>"
"lördag (lördagen, lördagar, lördagarna)<br><i>Jag älskar att sova länge på lördagar.</i>","Saturday<br><i>I love sleeping in on Saturdays.</i>"
"söndag (söndagen, söndagar, söndagarna)<br><i>Söndag är en bra dag för att vila.</i>","Sunday<br><i>Sunday is a good day to rest.</i>"
"veckodag (veckodagen, veckodagar, veckodagarna)<br><i>Vilken veckodag passar dig bäst?</i>","weekday<br><i>Which weekday suits you best?</i>"
"bio (bion)<br><i>Jag ska på bio i helgen.</i>","cinema<br><i>I’m going to the cinema this weekend.</i>"
"biograf (biografen, biografer, biograferna)<br><i>Vilken biograf brukar du gå till?</i>","cinema<br><i>Which cinema do you usually go to?</i>"
"biljett (biljetten, biljetter, biljetterna)<br><i>Har du köpt biljett till matchen?</i>","ticket<br><i>Have you bought a ticket for the game?</i>"
"hänga med (hänger, hängde, hängt)<br><i>Vill du hänga med till stan?</i>","join in<br><i>Do you want to join me into town?</i>"
"Vad ska ni se?","What are you going to see?"
"semester (semestern, semestrar, semestrarna)<br><i>Jag tar semester nästa vecka.</i>","vacation, holiday<br><i>I’m taking a vacation next week.</i>"
"helvete (helvetet, helveten, helvetena)<br><i>Det här är ett riktigt helvete.</i>","hell<br><i>This is a real hell.</i>"
"skräckfilm (skräckfilmen, skräckfilmer, skräckfilmerna)<br><i>Jag vågar knappt se en skräckfilm ensam.</i>","horror movie<br><i>I hardly dare watch a horror movie alone.</i>"
"komedi (komedin, komedier, komedierna)<br><i>Jag älskar att skratta, så jag ser helst en komedi.</i>","comedy<br><i>I love to laugh, so I’d rather watch a comedy.</i>"
"låta (låter, lät, låtit)<br><i>Det låter spännande!</i>","sound<br><i>That sounds exciting!</i>"
"Var går den?","Where does it play?"
"Den börjar klockan …","It starts at …"
"ta ett glas …","have a glass of …"
"Ja, självklart!","Yes, of course!"
"Inget speciellt.","Nothing special."
"Hur så?","How so?"
"huvudroll (huvudrollen, huvudroller, huvudrollerna)<br><i>Hon fick huvudrollen i filmen.</i>","leading role<br><i>She got the leading role in the movie.</i>"
"lust (lusten, lustar, lustarna)<br><i>Jag har ingen lust att gå ut i kväll.</i>","desire<br><i>I have no desire to go out tonight.</i>"
"favorit (favoriten, favoriter, favoriterna)<br><i>Han är min favorit bland skådespelarna.</i>","favorite<br><i>He is my favorite among the actors.</i>"
"inte direkt","not really"
"Vad synd!","Too bad!"
"i stället","instead"
"ståupp (ståuppen)<br><i>Vill du gå på ståupp i helgen?</i>","stand-up comedy<br><i>Do you want to go to a stand-up comedy show this weekend?</i>"
"kosta (kostar, kostade, kostat)<br><i>Hur mycket kostar inträdet?</i>","cost<br><i>How much does the admission cost?</i>"
"inträde (inträdet, –, inträdena)<br><i>Inträdet till konserten är 200 kronor.</i>","admission<br><i>The admission to the concert is 200 kronor.</i>"
"ses (ses, sågs, setts)<br><i>Vi ses på lördag.</i>","see / meet (informal)<br><i>We’ll meet on Saturday.</i>"
"slutspel (slutspelet, –, slutspelen)<br><i>Mitt favoritlag gick vidare till slutspel.</i>","playoff<br><i>My favorite team advanced to the playoffs.</i>"
"mot<br><i>De spelar mot ett starkt lag.</i>","against<br><i>They’re playing against a strong team.</i>"
"Grejt!","Great!"
"fixa (fixar, fixade, fixat)<br><i>Jag kan fixa biljetterna.</i>","sort out<br><i>I can buy the tickets.</i>"
"pjäs (pjäsen, pjäser, pjäserna)<br><i>Den här pjäsen är skriven av Shakespeare.</i>","theatre play<br><i>This play was written by Shakespeare.</i>"
"citat (citatet, –, citaten)<br><i>Kan du ett bra citat från filmen?</i>","quote<br><i>Do you have a good quote from the movie?</i>"
"Det är synd om dig när du är sjuk.","It’s a pity for you when you’re sick."
"människa (människan, människor, människorna)<br><i>Varje människa är unik.</i>","human, person<br><i>Every person is unique.</i>"
"Ska vi gå på …?","Shall we go to …?"
"Ska vi gå på bio i kväll?","Shall we go to the cinema tonight?"
"Vad ska du göra i kväll?","What are you doing tonight?"
"annons (annonsen, annonser, annonserna)<br><i>Jag läste en annons om ett nytt café.</i>","advertisement<br><i>I read an advertisement about a new café.</i>"
"dansa (dansar, dansade, dansat)<br><i>Jag älskar att dansa på fredagkvällar.</i>","dance<br><i>I love dancing on Friday evenings.</i>"
"sjunga (sjunger, sjöng, sjungit)<br><i>Kan du sjunga den där låten?</i>","sing<br><i>Can you sing that song?</i>"
"framtid (framtiden)<br><i>Jag vill planera för min framtid.</i>","future<br><i>I want to plan for my future.</i>"
"i kväll<br><i>Ska du göra något speciellt i kväll?</i>","tonight<br><i>Are you doing anything special tonight?</i>"
"i morgon<br><i>Vi kan ses i morgon om du vill.</i>","tomorrow<br><i>We can meet tomorrow if you like.</i>"
"positiv (positivt, positiva)<br><i>Hon är alltid så positiv och glad.</i>","positive<br><i>She is always so positive and happy.</i>"
"negativ (negativt, negativa)<br><i>Jag försöker undvika negativ energi.</i>","negative<br><i>I try to avoid negative energy.</i>"
"bestämma (bestämmer, bestämde, bestämt)<br><i>Kan du bestämma vad vi ska äta?</i>","decide<br><i>Can you decide what we’ll eat?</i>"
"presens futurum (phr)","future tense"
"squash (squashen)<br><i>Vill du spela squash med mig i morgon?</i>","squash (sport)<br><i>Do you want to play squash with me tomorrow?</i>"
"slappa (slappar, slappade, slappat)<br><i>Jag ska bara slappa hemma i helgen.</i>","relax<br><i>I’ll just relax at home this weekend.</i>"
"Vill du gå på konsert på måndag?","Do you want to go to a concert on Monday?"
"Har du lust att fika ikväll?","Are you up for having a coffee tonight?"
"Ska vi resa bort i helgen?","Should we travel away this weekend?"
"Hänger du med på bio i morgon kväll?","Do you want to join me at the cinema tomorrow night?"
"Ja, gärna!","Yes, gladly!"
"Ja, vad roligt!","Yes, how fun!"
"Det låter roligt!","That sounds fun!"
"Nja, jag vet inte…","Well, I don’t know…"
"Hmm, kanske…","Hmm, maybe…"
"Kan vi inte … i stället?","Could we do … instead?"
"Tyvärr, jag kan inte. Jag måste …","Sorry, I can’t. I have to…"
"Å, vad synd! Jag ska …","Oh, what a shame! I'm going to…"
"Vad gör du på fritiden?","What do you do in your free time?"
"Vad gör du på fritiden när du är ledig?","What do you do in your free time when you’re off?"
"fritid (fritiden)<br><i>Min fritid spenderar jag gärna med vänner.</i>","free time<br><i>I like to spend my free time with friends.</i>"
"korrekt (korrekt, korrekta)<br><i>Svaret är korrekt.</i>","correct<br><i>The answer is correct.</i>"
"övning (övningen, övningar, övningarna)<br><i>Vi gjorde en övning i grammatik.</i>","exercise<br><i>We did a grammar exercise.</i>"
"fortsätta (fortsätter, fortsatte, fortsatt)<br><i>Vi ska fortsätta diskutera nästa gång.</i>","continue<br><i>We’ll continue discussing next time.</i>"
"hänga (hänger, hängde, hängt)<br><i>Jag brukar hänga med kompisar på helgen.</i>","hang / hang out<br><i>I usually hang out with friends on the weekend.</i>"
"klättra (klättrar, klättrade, klättrat)<br><i>Jag klättrar i berg på min fritid.</i>","climb<br><i>I climb mountains in my free time.</i>"
"skejta (skejtar, skejtade, skejtat)<br><i>Min bror gillar att skejta i skateparken.</i>","skate<br><i>My brother likes to skate at the skate park.</i>"
"klättring (klättringen)<br><i>Klättring är en rolig utmaning för hela kroppen.</i>","climbing<br><i>Climbing is a fun challenge for the entire body.</i>"
"bruka (brukar, brukade, brukat)<br><i>Jag brukar vakna tidigt på lördagar.</i>","usually<br><i>I usually wake up early on Saturdays.</i>"
"serie (serien, serier, serierna)<br><i>Jag tittar på en ny serie på kvällarna.</i>","series<br><i>I watch a new series in the evenings.</i>"
"familj (familjen, familjer, familjerna)<br><i>Min familj bor i en annan stad.</i>","family<br><i>My family lives in another city.</i>"
"på landet","in the countryside"
"där<br><i>Där kan vi koppla av och bara ta det lugnt.</i>","there<br><i>We can relax and take it easy there.</i>"
"mysa (myser, myste, myst)<br><i>Vi brukar mysa framför brasan på kvällen.</i>","cozy up<br><i>We usually cozy up by the fire in the evening.</i>"
"brädspel (brädspelet, –, brädspelen)<br><i>Vi spelade brädspel hela kvällen.</i>","board game<br><i>We played board games all evening.</i>"
"kolla (kollar, kollade, kollat)<br><i>Ska vi kolla en film?</i>","watch / check<br><i>Shall we watch a movie?</i>"
"dataspel (dataspelet, –, dataspelen)<br><i>Jag gillar att spela dataspel på min fritid.</i>","video game<br><i>I like to play video games in my free time.</i>"
"hund (hunden, hundar, hundarna)<br><i>Min hund kan göra många trick.</i>","dog<br><i>My dog can do many tricks.</i>"
"att göra trick","to do tricks"
"bowla (bowlar, bowlade, bowlat)<br><i>Vi ska bowla efter jobbet.</i>","bowl<br><i>We’re going bowling after work.</i>"
"ta en AW","go for after-work drinks"
"promenera (promenerar, promenerade, promenerat)<br><i>Jag promenerar ofta i parken efter middagen.</i>","walk<br><i>I often take a walk in the park after dinner.</i>"
"park (parken, parker, parkerna)<br><i>Det finns en stor park nära mitt hus.</i>","park<br><i>There is a big park near my house.</i>"
"skrattyoga (skrattyogan)<br><i>Ska vi prova skrattyoga någon gång?</i>","laughter yoga<br><i>Shall we try laughter yoga sometime?</i>"
