"How do you form the Swedish future with ska?","Use ska followed by the infinitive.<br><i>Vi ska gå på bio på fredag.</i>"
"Translate to Swedish: We will travel tomorrow.","Vi ska resa i morgon."
"Translate to Swedish: She will study this evening.","Hon ska studera i kväll."
"Translate to Swedish: They will cook dinner on Sunday.","De ska laga middag på söndag."
"Where do sentence adverbs like aldrig/sällan/ofta/alltid/inte go in a Swedish main clause?","After the finite verb (V2); after an auxiliary (har, ska, kan, vill, måste, etc.) and before the main verb; rarely in first position.<br><i>På kvällen går jag ofta på bio.</i>"
"Where can the time adverbial 'ibland' be placed?","Typically in clause-initial or clause-final position.<br><i>Ibland går jag på bio. / Jag går på bio ibland.</i>"
"Translate to Swedish: I never go to the cinema.","Jag går aldrig på bio."
"Translate to Swedish: We often cook at home.","Vi lagar ofta mat hemma."
"Translate to Swedish: Sometimes I study at the library.","Ibland pluggar jag på biblioteket."
"Translate to Swedish: I go to the cinema sometimes.","Jag går på bio ibland."
"When you like a thing (a noun), what pattern do you use?",""gillar", "tycker om", "älskar" + noun<br><i>Jag tycker om musik.</i>"
"When you like doing something, what pattern do you use?",""gillar", "tycker om", "älskar" + "att" + infinitive<br><i>Jag tycker om att lyssna på musik.</i>"
"What is the difference between "tycka" and "tycka om"?",""tycka" = to think (often with an "att"-clause); "tycka om" = to like<br><i>Jag tycker om glass.</i>"
"Translate to Swedish: I like music.","Jag tycker om musik."
"Translate to Swedish: She loves to cook.","Hon älskar att laga mat."
"Translate to Swedish: We like listening to music.","Vi tycker om att lyssna på musik."
"Translate to Swedish: Do you like sushi?","Tycker du om sushi?"
"What does 'på måndag' mean and when do you use it?","It refers to the coming Monday (future plan/appointment).<br><i>På måndag ska jag träffa Ullis.</i>"
"What does 'på måndagar' mean and when do you use it?","It means on Mondays (every Monday; a habitual action).<br><i>På måndagar brukar jag plugga.</i>"
"Translate to Swedish: We will meet on Monday.","Vi ska ses på måndag."
"Translate to Swedish: On Mondays I usually study.","På måndagar brukar jag plugga."
"Translate to Swedish: She goes to the gym on Mondays.","Hon går till gymmet på måndagar."
"How many grammatical genders does Swedish have, and what are they?","Two: "utrum" (en-words) and "neutrum" (ett-words).<br><i>en bok; ett hus</i>"
"Which articles/pronouns match each gender?","Utrum uses "en"/"den"; neutrum uses "ett"/"det".<br><i>den boken; det huset</i>"
"What endings do Swedish adjectives take with "en"-words, "ett"-words, and in the plural?","Base form with "en"; add "-t" with "ett"; add "-a" in plural.<br><i>en romantisk film; ett roligt program; läskiga filmer</i>"
"How do you form the neuter when an adjective ends in a vowel?","Add "-tt".<br><i>ny → nytt</i>"
