"att göra-lista (att göra-listan, att göra-listor, att göra-listorna)<br><i>Jag skrev en ny att göra-lista i morse.</i>","to-do list<br><i>I wrote a new to-do list this morning.</i>"
"borde<br><i>Du borde gå och lägga dig tidigt.</i>","should<br><i>You should go to bed early.</i>"
"information (informationen, informationer, informationerna)<br><i>Mer information finns på hemsidan.</i>","information<br><i>More information is available on the website.</i>"
"tänk dig att<br><i>Tänk dig att du vinner lotteriet!</i>","imagine that<br><i>Imagine that you win the lottery!</i>"
"besöka (besöker, besökte, besökt)<br><i>Vi ska besöka Malmö i helgen.</i>","visit<br><i>We will visit Malmö this weekend.</i>"
"presens perfekt<br><i>Presens perfekt bildas med har + supinum.</i>","present perfect<br><i>The present perfect is formed with “har” plus the supine.</i>"
"supinum (supinumet, supinum, supinumen)<br><i>“Köpt” är supinum av verbet köpa.</i>","supine<br><i>“Köpt” is the supine of the verb “köpa”.</i>"
"varannan (varannat, varannan)<br><i>Jag tränar varannan dag.</i>","every other<br><i>I work out every other day.</i>"
"beskriva (beskriver, beskrev, beskrivit)<br><i>Kan du beskriva hur han ser ut?</i>","describe<br><i>Can you describe what he looks like?</i>"
"bädda (bäddar, bäddade, bäddat)<br><i>Hon bäddar sängen varje morgon.</i>","make the bed<br><i>She makes the bed every morning.</i>"
"släcka (släcker, släckte, släckt)<br><i>Glöm inte att släcka lampan.</i>","turn off<br><i>Don’t forget to turn off the lamp.</i>"
"karaoke<br><i>Vi sjöng karaoke hela kvällen.</i>","karaoke<br><i>We sang karaoke all evening.</i>"
"någon gång","some time"
"karaokebar (karaokebaren, karaokebarer, karaokebarerna)<br><i>De gick till en karaokebar i Malmö.</i>","karaoke bar<br><i>They went to a karaoke bar in Malmö.</i>"
"Malmö","Malmö"
"nervös (nervöst, nervösa)<br><i>Jag är nervös inför provet.</i>","nervous<br><i>I’m nervous before the test.</i>"
"supernervös (supernervöst, supernervösa)<br><i>Hon var supernervös före konserten.</i>","super nervous<br><i>She was extremely nervous before the concert.</i>"
"låt (låten, låtar, låtarna)<br><i>Det här är min favoritlåt.</i>","song<br><i>This is my favourite song.</i>"
"främling (främlingen, främlingar, främlingarna)<br><i>Han pratade med en främling på tåget.</i>","stranger<br><i>He talked to a stranger on the train.</i>"
"applåd (applåden, applåder, applåderna)<br><i>Publiken gav henne stor applåd.</i>","applause<br><i>The audience gave her big applause.</i>"
"smaka (smakar, smakade, smakat)<br><i>Vill du smaka kakan?</i>","taste<br><i>Do you want to taste the cake?</i>"
"i somras","last summer"
"varför inte","why not"
"jättekonstig (jättekonstigt, jättekonstiga)<br><i>Filmen var jättekonstig.</i>","really strange<br><i>The movie was really strange.</i>"
"salt (salt, salta)<br><i>Soppan är för salt.</i>","salty<br><i>The soup is too salty.</i>"
"hoppa fallskärm","go skydiving"
"för … år sedan","… years ago"
"i present","as a gift"
"hoppa (hoppar, hoppade, hoppat)<br><i>Barnen älskar att hoppa över pölar.</i>","jump<br><i>The children love to jump over puddles.</i>"
"rädd (-a)<br><i>Hon är rädd för ormar.</i>","afraid<br><i>She is afraid of snakes.</i>"
"modig (modigt, modiga)<br><i>Det var modigt gjort.</i>","brave<br><i>That was bravely done.</i>"
"dansa tango","tango"
"ex (exet, ex, exen)<br><i>Hon träffade sitt ex på festen.</i>","ex<br><i>She met her ex at the party.</i>"
"danskurs (danskursen, danskursar, danskursarna)<br><i>Jag går en danskurs på måndagar.</i>","dance course<br><i>I attend a dance course on Mondays.</i>"
"Grattis!","Congratulations!"
"pseudolån (pseudolånet, pseudolån, pseudolånen)<br><i>Ordet ”kontrollera” är ett svenskt pseudolån.</i>","pseudo-loan<br><i>The word “kontrollera” is a Swedish pseudo-loan.</i>"
"uttryck (uttrycket, uttryck, uttrycken)<br><i>Det är ett vanligt uttryck.</i>","expression<br><i>That is a common expression.</i>"
"finnas (finns, fanns, funnits)<br><i>Det finns många böcker i biblioteket.</i>","exist<br><i>There are many books in the library.</i>"
"tidpunkt (tidpunkten, tidpunkter, tidpunkterna)<br><i>Tidpunkten för mötet är ändrad.</i>","point in time<br><i>The time of the meeting has changed.</i>"
"tidsperiod (tidsperioden, tidsperioder, tidsperioderna)<br><i>Projektet pågick under en lång tidsperiod.</i>","period<br><i>The project lasted for a long period.</i>"
