"intonation (intonationen, intonationer, intonationerna)<br>Lägg märke till intonationen i den här meningen.","intonation<br>Notice the intonation in this sentence."
"slut (slutet, slut, sluten)<br>Filmen har ett oväntat slut.","end<br>The movie has an unexpected ending."
"fras (frasen, fraser, fraserna)<br>Lär dig en ny fras varje dag.","phrase<br>Learn a new phrase every day."
"gå (går, gick, gått)<br>Jag vill gå hem nu.","go<br>I want to go home now."
"ton (tonen, toner, tonerna)<br>Hon sjöng i en hög ton.","pitch<br>She sang in a high pitch."
"upp<br>Hon klättrade upp på berget.","up<br>She climbed up the mountain."
"ner<br>Katten hoppade ner från bordet.","down<br>The cat jumped down from the table."
"placera (placerar, placerade, placerat)<br>Placera boken på hyllan.","place<br>Place the book on the shelf."
"här<br>Lägg nycklarna här.","here<br>Put the keys here."
"nedanför<br>Fotnoten finns nedanför tabellen.","below<br>The footnote is below the table."
"Tjena!","Hi!"
"Hur mår du?","How are you?"
"må (mår, mådde, mått)<br>Jag mår bra.","feel<br>I feel fine."
"bra (bra, bra)<br>Det var en bra idé.","fine, well<br>That was a good idea."
"bara bra","I'm fine, well"
"tack","thank you"
"Hur är läget?","How are things?"
"läge (läget, lägen, lägena)<br>Läget är allvarligt.","situation<br>The situation is serious."
"Det är lugnt.","Great, Okay"
"lugn (lugnt, lugna)<br>Försök att vara lugn.","cool, calm<br>Try to be calm."
"Själv då?","How about you?/And you?"
"själv (självt, själva)<br>Jag kan göra det själv.","self (myself, yourself, etc)<br>I can do it myself."
"Det är fint!","It's fine!"
"Allt bra med dig?","How are you?/How are things with you?"
"Ja, absolut!","Yes, definitely!/Of course!/Certainly!"
"Tja!","Hey!/Hi!"
"Hur är det med dig?","How are you?"
"kaka (kakan, kakor, kakorna)<br>Jag bakade en chokladkaka.","cake, cookie<br>I baked a chocolate cake."
"kväll (kvällen, kvällar, kvällarna)<br>Vi ska gå på bio i kväll.","evening<br>We are going to the cinema this evening."
"dag (dagen, dagar, dagarna)<br>Det var en solig dag.","day<br>It was a sunny day."
"Ha en trevlig dag/kväll","Have a nice day/evening"
"läkare (läkaren, läkare, läkarna)<br>Min syster är läkare.","doctor, physician<br>My sister is a doctor."
"Vi går till läkaren","We go to the doctor/physician"
"Jag lagar min bil","I fix/repair my car."
"kropp (kroppen, kroppar, kropparna)<br>Kroppen behöver vila efter träningen.","body<br>The body needs rest after the workout."
"Jag har ont","I have pain."
"träna (tränar, tränade, tränat)<br>Jag brukar träna på gymmet varje morgon.","train<br>I usually work out at the gym every morning."
"gym (gymmet, gym, gymmen)<br>Han går till gymmet efter jobbet.","gym<br>He goes to the gym after work."
