"fest (festen, fester, festerna)<br>Jag ska ha en fest på lördag.","party<br>I’m having a party on Saturday."
"vän (vännen, vänner, vännerna)<br>Min bästa vän heter Anna.","friend<br>My best friend is named Anna."
"klasskompis (klasskompisen, klasskompisar, klasskompisarna)<br>Jag pluggar tillsammans med en klasskompis.","classmate<br>I study together with a classmate."
"välkommen (välkommet, välkomna)<br>Du är alltid välkommen här.","welcome<br>You are always welcome here."
"Trevligt.","Nice to meet you."
"fin (fint, fina)<br>Vilken fin utsikt!","nice / pretty<br>What a nice view!"
"lägenhet (lägenheten, lägenheter, lägenheterna)<br>De bor i en liten lägenhet.","apartment<br>They live in a small apartment."
"Kom in!","Come in!"
"träffa (träffar, träffade, träffat)<br>Vi ska träffa våra kusiner ikväll.","meet<br>We will meet our cousins tonight."
"Hur går det?","How’s it going?"
"Det går bra!","It’s going well!"
"mycket<br>Jag har mycket arbete idag.","a lot<br>I have a lot of work today."
"läxa (läxan, läxor, läxorna)<br>Jag gjorde läxan igår kväll.","homework<br>I did the homework last night."
"varje dag","every day"
"ganska<br>Det är ganska kallt ute.","quite / rather<br>It is quite cold outside."
"få (får, fick, fått)<br>Du får låna min cykel.","may, be allowed to<br>You may borrow my bike."
"varför<br>Varför är du sen?","why<br>Why are you late?"
"kall (kallt, kalla)<br>Det är kallt i februari.","cold<br>It is cold in February."
"Stort tack!","Thank you very much!"
"för<br>Jag gjorde det för dig.","for<br>I did it for you."
"rolig (roligt, roliga)<br>Det var en rolig fest.","fun<br>It was a fun party."
"måste (måste, måste, måst)<br>Du måste läsa den här boken.","must<br>You must read this book."
"nu<br>Vi går hem nu.","now<br>We are going home now."
"Detsamma!","You too! / Likewise!"
"Hoppas att vi ses snart igen!","Hope to see you again soon!"
"på måndag<br>Mötet är på måndag.","on Monday<br>The meeting is on Monday."
"Just det.","Oh, right."
"Ha det så bra!","Be well!"
"presentera sig (presenterar, presenterade, presenterat)<br>Han presenterade sig för klassen.","introduce oneself<br>He introduced himself to the class."
"småprata (småpratar, småpratade, småpratat)<br>Vi småpratade medan vi väntade på bussen.","make small talk<br>We made small talk while waiting for the bus."
"väska (väskan, väskor, väskorna)<br>Var är min väska?","bag<br>Where is my bag?"
"journalist (journalisten, journalister, journalisterna)<br>Journalisten skrev en artikel om klimatet.","journalist<br>The journalist wrote an article about the climate."
"tidning (tidningen, tidningar, tidningarna)<br>Hon köpte en tidning på stationen.","newspaper, magazine<br>She bought a newspaper at the station."
"ställa frågor (ställer, ställde, ställt)<br>Tveka inte att ställa frågor.","ask questions<br>Don’t hesitate to ask questions."
"folk (folket, folk, folken)<br>Det var mycket folk på festivalen.","people<br>There were many people at the festival."
"på stan<br>Vi åt lunch på stan.","downtown / in the city<br>We had lunch in the city."
"sak (saken, saker, sakerna)<br>Det är en viktig sak att komma ihåg.","thing<br>It’s an important thing to remember."
"ryggsäck (ryggsäcken, ryggsäckar, ryggsäckarna)<br>Han köpte en ny ryggsäck för resan.","backpack<br>He bought a new backpack for the trip."
"tja<br>Tja, det är svårt att säga.","well<br>Well, it’s hard to say."
"surfplatta (surfplattan, surfplattor, surfplattorna)<br>Hon läser böcker på sin surfplatta.","tablet<br>She reads books on her tablet."
"tröja (tröjan, tröjor, tröjorna)<br>Ta på dig en varm tröja.","sweater<br>Put on a warm sweater."
"mobil (mobilen, mobiler, mobilerna)<br>Min mobil ringde mitt i natten.","cell phone, mobile phone<br>My cell phone rang in the middle of the night."
"äpple (äpplet, äpplen, äpplena)<br>Vill du ha ett äpple?","apple<br>Do you want an apple?"
"cerat (ceratet, cerat, ceraten)<br>Hon använder cerat när läpparna är torra.","chapstick, lip balm<br>She uses lip balm when her lips are dry."
"vattenflaska (vattenflaskan, vattenflaskor, vattenflaskorna)<br>Jag tog med en vattenflaska till gymmet.","water bottle<br>I brought a water bottle to the gym."
"ett par glasögon<br>Jag behöver ett par glasögon.","a pair of glasses<br>I need a pair of glasses."
"mössa (mössan, mössor, mössorna)<br>Han satte på sig en mössa eftersom det var kallt.","hat<br>He put on a hat because it was cold."
"Det var så lite.","It was nothing."
"bag (bagen, bagar, bagarna)<br>Jag köpte en ny bag till resan.","bag<br>I bought a new bag for the trip."
"visa (visar, visade, visat)<br>Kan du visa mig vägen?","show<br>Can you show me the way?"
"substantiv (substantivet, substantiv, substantiven)<br>"Hus" är ett substantiv.","noun<br>“House” is a noun."
"singular (singularen, singularer, singularerna)<br>Ordet står i singular.","singular<br>The word is in singular."
"obestämd form<br>Skriv substantivet i obestämd form.","indefinite form<br>Write the noun in the indefinite form."
"obestämd (obestämt, obestämda)<br>Vi valde en obestämd tid för mötet.","indefinite<br>We chose an indefinite time for the meeting."
"utan<br>Jag dricker te utan socker.","without<br>I drink tea without sugar."
"artikel (artikeln, artiklar, artiklarna)<br>En är en obestämd artikel.","article<br>“En” is an indefinite article."
"papper (pappret, papper, pappren)<br>Jag behöver mer papper till skrivaren.","paper<br>I need more paper for the printer."
"byta (byter, bytte, bytt)<br>Vi måste byta däck på bilen.","change / exchange<br>We have to change the car’s tires."
"sortera (sorterar, sorterade, sorterat)<br>Hon sorterar böckerna efter färg.","sort / organize<br>She organizes the books by color."
"tro (tror, trodde, trott)<br>Jag tror att det blir sol imorgon.","believe / think<br>I believe it will be sunny tomorrow."
"diskutera (diskuterar, diskuterade, diskuterat)<br>Låt oss diskutera planen.","discuss<br>Let’s discuss the plan."
"lista (listan, listor, listorna)<br>Jag gjorde en lista över inköp.","list<br>I made a shopping list."
"förslag (förslaget, förslag, förslagen)<br>Har du något förslag?","suggestion<br>Do you have any suggestion?"
"respons (responsen, responser, responserna)<br>Vi väntar på deras respons.","response<br>We are waiting for their response."
"kanske<br>Jag kommer kanske lite senare.","maybe<br>I might come a little later."
"laptop (laptoppen, laptops, laptopsen)<br>Jag glömde min laptop hemma.","laptop<br>I forgot my laptop at home."
"flaska (flaskan, flaskor, flaskorna)<br>Han fyllde flaskan med vatten.","bottle<br>He filled the bottle with water."
"juice (juicen, juicer, juicerna)<br>Jag dricker apelsinjuice till frukost.","juice<br>I drink orange juice for breakfast."
"solglasögon (solglasögonen)<br>Jag behöver solglasögon när solen skiner.","sunglasses<br>I need sunglasses when the sun shines."
"dosa (dosan, dosor, dosorna)<br>Snusdosan låg i fickan.","box (small)<br>The small box was in the pocket."
"pennfodral (pennfodralet, pennfodral, pennfodralen)<br>Hennes pennor ligger i pennfodralet.","pencil case<br>Her pens are in the pencil case."
"anteckningsblock (anteckningsblocket, anteckningsblock, anteckningsblocken)<br>Han skrev anteckningar i sitt anteckningsblock.","notebook<br>He wrote notes in his notebook."
"energidryck (energidrycken, energidrycker, energidryckerna)<br>Jag köpte en energidryck för att hålla mig vaken.","energy drink<br>I bought an energy drink to stay awake."
"pengar (pengarna, pengar, pengarna)<br>Jag sparar pengar till en resa.","money<br>I am saving money for a trip."
"handduk (handduken, handdukar, handdukarna)<br>Hon torkade sig med en mjuk handduk.","towel<br>She dried herself with a soft towel."
"duschtvål (duschtvålen, duschtvålar, duschtvålarna)<br>Duschtvålen doftar lavendel.","body wash<br>The body wash smells like lavender."
"hänglås (hänglåset, hänglås, hänglåsen)<br>Han låste skåpet med ett hänglås.","padlock<br>He locked the cabinet with a padlock."
