"techbolag (techbolaget, techbolag, techbolagen)","tech company"
"Det svenska techbolaget växer snabbt.","The Swedish tech company is growing fast."
"bra","good (adj)"
"Filmen var riktigt bra.","The movie was really good."
"läsa (läser, läste, läst)","to read / study"
"Jag gillar att läsa svenska varje kväll.","I like to study Swedish every evening."
"katt (katten, katter, katterna)","cat"
"Min katt sover på soffan.","My cat sleeps on the couch."
"absolut (adv)","absolutely"
"Det är absolut nödvändigt.","It is absolutely necessary."
"lätt (lätt, lätta)","easy"
"Den här uppgiften är lätt.","This task is easy."
"översätta (översätter, översatte, översatt)","translate"
"Kan du översätta den här texten?","Can you translate this text?"
"öppna (öppnar, öppnade, öppnat)","open"
"Hon ska öppna butiken klockan nio.","She will open the shop at nine."
"alfabet (alfabetet, alfabet, alfabeten)","alphabet"
"Det latinska alfabetet har tjugosex bokstäver.","The Latin alphabet has twenty-six letters."
"bokstaveringsalfabet (bokstaveringsalfabetet, bokstaveringsalfabet, bokstaveringsalfabeten)","phonetic alphabet"
"Piloter använder ett bokstaveringsalfabet för tydlig kommunikation.","Pilots use a spelling alphabet for clear communication."
"ärlig (ärligt, ärliga)","honest"
"Hon är alltid ärlig mot sina vänner.","She is always honest with her friends."
"efternamn (efternamnet, efternamn, efternamnen)","surname"
"Vad är ditt efternamn?","What is your last name?"
"stava (stavar, stavade, stavat)","spell"
"Kan du stava ditt namn långsamt?","Can you spell your name slowly?"
"inspiration (inspirationen, inspirationer, inspirationerna)","inspiration"
"Jag hittar inspiration i naturen.","I find inspiration in nature."
"bank (banken, banker, bankerna)","bank"
"Han satte in pengarna på banken.","He deposited the money at the bank."

